# t x0 y0 vx0 vy0 x1 y1 vx1 vy1 x2 y2 vx2 vy2 x3 y3 vx3 vy3 x4 y4 vx4 vy4 x5 y5 vx5 vy5 x6 y6 vx6 vy6 x7 y7 vx7 vy7 x8 y8 vx8 vy8 x9 y9 vx9 vy9 x10 y10 vx10 vy10 x11 y11 vx11 vy11 x12 y12 vx12 vy12 x13 y13 vx13 vy13 x14 y14 vx14 vy14 x15 y15 vx15 vy15 x16 y16 vx16 vy16 x17 y17 vx17 vy17 x18 y18 vx18 vy18 x19 y19 vx19 vy19 x20 y20 vx20 vy20 x21 y21 vx21 vy21 x22 y22 vx22 vy22 x23 y23 vx23 vy23 x24 y24 vx24 vy24
2.251 1.79791 0.402213 0.0583055 0.830255 4.40278 3.52556 0.475099 0.825807 7.14604 1.68205 0.953374 0.00683225 7.81526 1.38323 0.510261 -0.125916 8.24998 2.6681 -0.345767 -0.647105 1.52671 2.59243 -0.687563 -1.05195 5.07954 2.87369 0.775745 -0.204195 2.97838 1.24471 -0.898101 -0.927863 8.33185 1.51628 0.739753 -0.80722 7.68334 3.05964 -0.288757 -0.121586 0.209276 4.21393 -0.647442 -0.349208 2.48357 3.86593 0.247879 0.218999 6.96532 7.14893 0.873085 0.954654 8.32807 2.87407 1.04681 0.147549 7.07125 5.82147 -0.560675 0.364936 3.31044 8.21882 0.730241 0.68954 2.76295 6.07751 -0.99891 -0.853013 5.07249 7.93893 0.0322038 0.5652 8.68441 7.0092 0.489807 -0.14915 8.8586 7.18974 0.639915 0.533693 0.204726 9.73873 0.742737 0.624342 3.5566 9.44314 0.099185 -0.899326 3.47015 6.53559 0.0658878 -0.207361 6.71648 9.00643 0.0221302 0.299021 9.51809 7.29915 0.526325 -0.459432
2.301 1.80083 0.443726 0.0583055 0.830255 4.42654 3.56685 0.475099 0.825807 7.19371 1.68239 0.953374 0.00683225 7.84078 1.37693 0.510261 -0.125916 8.23269 2.63574 -0.345767 -0.647105 1.49233 2.53983 -0.687563 -1.05195 5.11832 2.86348 0.775745 -0.204195 2.93347 1.19832 -0.898101 -0.927863 8.36884 1.47592 0.739753 -0.80722 7.6689 3.05356 -0.288757 -0.121586 0.176904 4.19647 -0.647442 -0.349208 2.49596 3.87688 0.247879 0.218999 7.00897 7.19666 0.873085 0.954654 8.38041 2.88144 1.04681 0.147549 7.04322 5.83972 -0.560675 0.364936 3.34695 8.2533 0.730241 0.68954 2.713 6.03486 -0.99891 -0.853013 5.0741 7.96719 0.0322038 0.5652 8.7089 7.00174 0.489807 -0.14915 8.8906 7.21643 0.639915 0.533693 0.241863 9.76995 0.742737 0.624342 3.56156 9.39818 0.099185 -0.899326 3.47344 6.52522 0.0658878 -0.207361 6.71759 9.02138 0.0221302 0.299021 9.54441 7.27618 0.526325 -0.459432
2.351 1.80374 0.485238 0.0583055 0.830255 4.45029 3.60814 0.475099 0.825807 7.24138 1.68273 0.953374 0.00683225 7.86629 1.37064 0.510261 -0.125916 8.2154 2.60339 -0.345767 -0.647105 1.45795 2.48723 -0.687563 -1.05195 5.15711 2.85327 0.775745 -0.204195 2.88857 1.15193 -0.898101 -0.927863 8.40582 1.43556 0.739753 -0.80722 7.65447 3.04748 -0.288757 -0.121586 0.144532 4.17901 -0.647442 -0.349208 2.50835 3.88782 0.247879 0.218999 7.05262 7.24439 0.873085 0.954654 8.43275 2.88882 1.04681 0.147549 7.01519 5.85796 -0.560675 0.364936 3.38346 8.28777 0.730241 0.68954 2.66306 5.99221 -0.99891 -0.853013 5.07571 7.99545 0.0322038 0.5652 8.73339 6.99428 0.489807 -0.14915 8.92259 7.24311 0.639915 0.533693 0.279 9.80116 0.742737 0.624342 3.56652 9.35321 0.099185 -0.899326 3.47674 6.51486 0.0658878 -0.207361 6.71869 9.03633 0.0221302 0.299021 9.57072 7.25321 0.526325 -0.459432
2.401 1.80666 0.526751 0.0583055 0.830255 4.47405 3.64943 0.475099 0.825807 7.28905 1.68307 0.953374 0.00683225 7.8918 1.36434 0.510261 -0.125916 8.19812 2.57103 -0.345767 -0.647105 1.42357 2.43463 -0.687563 -1.05195 5.1959 2.84306 0.775745 -0.204195 2.84366 1.10553 -0.898101 -0.927863 8.44281 1.3952 0.739753 -0.80722 7.64003 3.04141 -0.288757 -0.121586 0.11216 4.16155 -0.647442 -0.349208 2.52075 3.89877 0.247879 0.218999 7.09628 7.29212 0.873085 0.954654 8.48509 2.8962 1.04681 0.147549 6.98715 5.87621 -0.560675 0.364936 3.41998 8.32225 0.730241 0.68954 2.61311 5.94956 -0.99891 -0.853013 5.07732 8.02371 0.0322038 0.5652 8.75788 6.98683 0.489807 -0.14915 8.95459 7.26979 0.639915 0.533693 0.316136 9.83238 0.742737 0.624342 3.57148 9.30824 0.099185 -0.899326 3.48003 6.50449 0.0658878 -0.207361 6.7198 9.05128 0.0221302 0.299021 9.59704 7.23024 0.526325 -0.459432
2.451 1.80957 0.568264 0.0583055 0.830255 4.4978 3.69072 0.475099 0.825807 7.33672 1.68341 0.953374 0.00683225 7.91732 1.35805 0.510261 -0.125916 8.18083 2.53868 -0.345767 -0.647105 1.3892 2.38204 -0.687563 -1.05195 5.23469 2.83285 0.775745 -0.204195 2.79876 1.05914 -0.898101 -0.927863 8.4798 1.35484 0.739753 -0.80722 7.62559 3.03533 -0.288757 -0.121586 0.120071 4.14409 0.647442 -0.349208 2.53314 3.90972 0.247879 0.218999 7.13993 7.33986 0.873085 0.954654 8.53743 2.90358 1.04681 0.147549 6.95912 5.89446 -0.560675 0.364936 3.45649 8.35673 0.730241 0.68954 2.56317 5.90691 -0.99891 -0.853013 5.07893 8.05197 0.0322038 0.5652 8.78237 6.97937 0.489807 -0.14915 8.98658 7.29648 0.639915 0.533693 0.353273 9.8636 0.742737 0.624342 3.57644 9.26328 0.099185 -0.899326 3.48333 6.49412 0.0658878 -0.207361 6.72091 9.06623 0.0221302 0.299021 9.62336 7.20726 0.526325 -0.459432
2.501 1.81249 0.609776 0.0583055 0.830255 4.52156 3.73201 0.475099 0.825807 7.38439 1.68375 0.953374 0.00683225 7.94283 1.35175 0.510261 -0.125916 8.16354 2.50632 -0.345767 -0.647105 1.35482 2.32944 -0.687563 -1.05195 5.27347 2.82264 0.775745 -0.204195 2.75385 1.01275 -0.898101 -0.927863 8.51679 1.31448 0.739753 -0.80722 7.61115 3.02925 -0.288757 -0.121586 0.152443 4.12663 0.647442 -0.349208 2.54553 3.92067 0.247879 0.218999 7.18359 7.38759 0.873085 0.954654 8.58977 2.91095 1.04681 0.147549 6.93109 5.9127 -0.560675 0.364936 3.493 8.39121 0.730241 0.68954 2.51322 5.86425 -0.99891 -0.853013 5.08054 8.08023 0.0322038 0.5652 8.80686 6.97191 0.489807 -0.14915 9.01858 7.32316 0.639915 0.533693 0.39041 9.89481 0.742737 0.624342 3.5814 9.21831 0.099185 -0.899326 3.48662 6.48375 0.0658878 -0.207361 6.72201 9.08118 0.0221302 0.299021 9.64967 7.18429 0.526325 -0.459432
2.551 1.8154 0.651289 0.0583055 0.830255 4.54531 3.7733 0.475099 0.825807 7.43206 1.6841 0.953374 0.00683225 7.96834 1.34545 0.510261 -0.125916 8.14625 2.47397 -0.345767 -0.647105 1.32044 2.27684 -0.687563 -1.05195 5.31226 2.81243 0.775745 -0.204195 2.70895 0.966355 -0.898101 -0.927863 8.55378 1.27411 0.739753 -0.80722 7.59671 3.02317 -0.288757 -0.121586 0.184815 4.10917 0.647442 -0.349208 2.55793 3.93162 0.247879 0.218999 7.22724 7.43532 0.873085 0.954654 8.64211 2.91833 1.04681 0.147549 6.90305 5.93095 -0.560675 0.364936 3.52951 8.42568 0.730241 0.68954 2.46328 5.8216 -0.99891 -0.853013 5.08215 8.10849 0.0322038 0.5652 8.83135 6.96445 0.489807 -0.14915 9.05057 7.34985 0.639915 0.533693 0.427547 9.8744 0.742737 -0.624342 3.58635 9.17334 0.099185 -0.899326 3.48992 6.47338 0.0658878 -0.207361 6.72312 9.09614 0.0221302 0.299021 9.67599 7.16132 0.526325 -0.459432
2.601 1.81832 0.692802 0.0583055 0.830255 4.56907 3.81459 0.475099 0.825807 7.47972 1.68444 0.953374 0.00683225 7.99386 1.33916 0.510261 -0.125916 8.12896 2.44161 -0.345767 -0.647105 1.28606 2.22424 -0.687563 -1.05195 5.35105 2.80222 0.775745 -0.204195 2.66404 0.919962 -0.898101 -0.927863 8.59076 1.23375 0.739753 -0.80722 7.58228 3.01709 -0.288757 -0.121586 0.217187 4.09171 0.647442 -0.349208 2.57032 3.94257 0.247879 0.218999 7.2709 7.48305 0.873085 0.954654 8.69445 2.92571 1.04681 0.147549 6.87502 5.9492 -0.560675 0.364936 3.56602 8.46016 0.730241 0.68954 2.41333 5.77895 -0.99891 -0.853013 5.08376 8.13675 0.0322038 0.5652 8.85584 6.95699 0.489807 -0.14915 9.08257 7.37653 0.639915 0.533693 0.464684 9.84318 0.742737 -0.624342 3.59131 9.12838 0.099185 -0.899326 3.49321 6.46302 0.0658878 -0.207361 6.72423 9.11109 0.0221302 0.299021 9.7023 7.13835 0.526325 -0.459432
2.651 1.82123 0.734315 0.0583055 0.830255 4.59282 3.85588 0.475099 0.825807 7.52739 1.68478 0.953374 0.00683225 8.01937 1.33286 0.510261 -0.125916 8.11167 2.40926 -0.345767 -0.647105 1.25168 2.17165 -0.687563 -1.05195 5.38983 2.79201 0.775745 -0.204195 2.61914 0.873569 -0.898101 -0.927863 8.62775 1.19339 0.739753 -0.80722 7.56784 3.01101 -0.288757 -0.121586 0.249559 4.07425 0.647442 -0.349208 2.58272 3.95352 0.247879 0.218999 7.31455 7.53079 0.873085 0.954654 8.74679 2.93309 1.04681 0.147549 6.84698 5.96745 -0.560675 0.364936 3.60254 8.49464 0.730241 0.68954 2.36338 5.7363 -0.99891 -0.853013 5.08537 8.16501 0.0322038 0.5652 8.88033 6.94954 0.489807 -0.14915 9.11457 7.40322 0.639915 0.533693 0.501821 9.81197 0.742737 -0.624342 3.59627 9.08341 0.099185 -0.899326 3.49651 6.45265 0.0658878 -0.207361 6.72533 9.12604 0.0221302 0.299021 9.72862 7.11538 0.526325 -0.459432
2.701 1.82415 0.775827 0.0583055 0.830255 4.61658 3.89717 0.475099 0.825807 7.57506 1.68512 0.953374 0.00683225 8.04488 1.32657 0.510261 -0.125916 8.09439 2.3769 -0.345767 -0.647105 1.2173 2.11905 -0.687563 -1.05195 5.42862 2.7818 0.775745 -0.204195 2.57423 0.827175 -0.898101 -0.927863 8.66474 1.15303 0.739753 -0.80722 7.5534 3.00493 -0.288757 -0.121586 0.281931 4.05679 0.647442 -0.349208 2.59511 3.96447 0.247879 0.218999 7.3582 7.57852 0.873085 0.954654 8.79913 2.94046 1.04681 0.147549 6.81895 5.98569 -0.560675 0.364936 3.63905 8.52911 0.730241 0.68954 2.31344 5.69365 -0.99891 -0.853013 5.08698 8.19327 0.0322038 0.5652 8.90482 6.94208 0.489807 -0.14915 9.14656 7.4299 0.639915 0.533693 0.538958 9.78075 0.742737 -0.624342 3.60123 9.03845 0.099185 -0.899326 3.4998 6.44228 0.0658878 -0.207361 6.72644 9.14099 0.0221302 0.299021 9.75494 7.09241 0.526325 -0.459432
2.751 1.82707 0.81734 0.0583055 0.830255 4.64033 3.93846 0.475099 0.825807 7.62273 1.68546 0.953374 0.00683225 8.07039 1.32027 0.510261 -0.125916 8.0771 2.34455 -0.345767 -0.647105 1.18293 2.06645 -0.687563 -1.05195 5.46741 2.77159 0.775745 -0.204195 2.52932 0.780782 -0.898101 -0.927863 8.70173 1.11267 0.739753 -0.80722 7.53896 2.99885 -0.288757 -0.121586 0.314303 4.03933 0.647442 -0.349208 2.6075 3.97542 0.247879 0.218999 7.40186 7.62625 0.873085 0.954654 8.85147 2.94784 1.04681 0.147549 6.79092 6.00394 -0.560675 0.364936 3.67556 8.56359 0.730241 0.68954 2.26349 5.651 -0.99891 -0.853013 5.08859 8.22153 0.0322038 0.5652 8.92931 6.93462 0.489807 -0.14915 9.17856 7.45659 0.639915 0.533693 0.576094 9.74953 0.742737 -0.624342 3.60619 8.99348 0.099185 -0.899326 3.50309 6.43191 0.0658878 -0.207361 6.72755 9.15594 0.0221302 0.299021 9.78125 7.06943 0.526325 -0.459432
2.801 1.82998 0.858853 0.0583055 0.830255 4.66409 3.97975 0.475099 0.825807 7.6704 1.6858 0.953374 0.00683225 8.09591 1.31398 0.510261 -0.125916 8.05981 2.31219 -0.345767 -0.647105 1.14855 2.01385 -0.687563 -1.05195 5.5062 2.76138 0.775745 -0.204195 2.48442 0.734389 -0.898101 -0.927863 8.73871 1.07231 0.739753 -0.80722 7.52452 2.99277 -0.288757 -0.121586 0.346675 4.02187 0.647442 -0.349208 2.6199 3.98637 0.247879 0.218999 7.44551 7.67399 0.873085 0.954654 8.90381 2.95522 1.04681 0.147549 6.76288 6.02219 -0.560675 0.364936 3.71207 8.59807 0.730241 0.68954 2.21355 5.60835 -0.99891 -0.853013 5.0902 8.24979 0.0322038 0.5652 8.9538 6.92716 0.489807 -0.14915 9.21055 7.48327 0.639915 0.533693 0.613231 9.71832 0.742737 -0.624342 3.61115 8.94851 0.099185 -0.899326 3.50639 6.42154 0.0658878 -0.207361 6.72865 9.17089 0.0221302 0.299021 9.80757 7.04646 0.526325 -0.459432
2.851 1.8329 0.900366 0.0583055 0.830255 4.68784 4.02104 0.475099 0.825807 7.71807 1.68615 0.953374 0.00683225 8.12142 1.30768 0.510261 -0.125916 8.04252 2.27984 -0.345767 -0.647105 1.11417 1.96125 -0.687563 -1.05195 5.54498 2.75117 0.775745 -0.204195 2.43951 0.687996 -0.898101 -0.927863 8.7757 1.03195 0.739753 -0.80722 7.51009 2.98669 -0.288757 -0.121586 0.379047 4.00441 0.647442 -0.349208 2.63229 3.99732 0.247879 0.218999 7.48917 7.72172 0.873085 0.954654 8.95615 2.9626 1.04681 0.147549 6.73485 6.04043 -0.560675 0.364936 3.74859 8.63254 0.730241 0.68954 2.1636 5.5657 -0.99891 -0.853013 5.09181 8.27805 0.0322038 0.5652 8.97829 6.91971 0.489807 -0.14915 9.24255 7.50996 0.639915 0.533693 0.650368 9.6871 0.742737 -0.624342 3.61611 8.90355 0.099185 -0.899326 3.50968 6.41118 0.0658878 -0.207361 6.72976 9.18584 0.0221302 0.299021 9.83388 7.02349 0.526325 -0.459432
2.901 1.83581 0.941878 0.0583055 0.830255 4.7116 4.06233 0.475099 0.825807 7.76574 1.68649 0.953374 0.00683225 8.14693 1.30138 0.510261 -0.125916 8.02523 2.24748 -0.345767 -0.647105 1.07979 1.90866 -0.687563 -1.05195 5.58377 2.74096 0.775745 -0.204195 2.39461 0.641603 -0.898101 -0.927863 8.81269 0.991587 0.739753 -0.80722 7.49565 2.98061 -0.288757 -0.121586 0.411419 3.98695 0.647442 -0.349208 2.64469 4.00827 0.247879 0.218999 7.53282 7.76945 0.873085 0.954654 9.0085 2.96997 1.04681 0.147549 6.70682 6.05868 -0.560675 0.364936 3.7851 8.66702 0.730241 0.68954 2.11366 5.52305 -0.99891 -0.853013 5.09342 8.30631 0.0322038 0.5652 9.00278 6.91225 0.489807 -0.14915 9.27454 7.53664 0.639915 0.533693 0.687505 9.65588 0.742737 -0.624342 3.62107 8.85858 0.099185 -0.899326 3.51298 6.40081 0.0658878 -0.207361 6.73087 9.20079 0.0221302 0.299021 9.8602 7.00052 0.526325 -0.459432
2.951 1.83873 0.983391 0.0583055 0.830255 4.73535 4.10362 0.475099 0.825807 7.81341 1.68683 0.953374 0.00683225 8.17245 1.29509 0.510261 -0.125916 8.00794 2.21513 -0.345767 -0.647105 1.04541 1.85606 -0.687563 -1.05195 5.62256 2.73075 0.775745 -0.204195 2.3497 0.59521 -0.898101 -0.927863 8.84968 0.951226 0.739753 -0.80722 7.48121 2.97453 -0.288757 -0.121586 0.443791 3.96949 0.647442 -0.349208 2.65708 4.01922 0.247879 0.218999 7.57647 7.81718 0.873085 0.954654 9.06084 2.97735 1.04681 0.147549 6.67878 6.07693 -0.560675 0.364936 3.82161 8.7015 0.730241 0.68954 2.06371 5.4804 -0.99891 -0.853013 5.09503 8.33457 0.0322038 0.5652 9.02727 6.90479 0.489807 -0.14915 9.30654 7.56333 0.639915 0.533693 0.724642 9.62467 0.742737 -0.624342 3.62603 8.81361 0.099185 -0.899326 3.51627 6.39044 0.0658878 -0.207361 6.73197 9.21574 0.0221302 0.299021 9.88652 6.97755 0.526325 -0.459432
3.001 1.84164 1.0249 0.0583055 0.830255 4.75911 4.14491 0.475099 0.825807 7.86107 1.68717 0.953374 0.00683225 8.19796 1.28879 0.510261 -0.125916 7.99066 2.18277 -0.345767 -0.647105 1.01104 1.80346 -0.687563 -1.05195 5.66135 2.72054 0.775745 -0.204195 2.3048 0.548817 -0.898101 -0.927863 8.88666 0.910865 0.739753 -0.80722 7.46677 2.96845 -0.288757 -0.121586 0.476164 3.95203 0.647442 -0.349208 2.66947 4.03017 0.247879 0.218999 7.62013 7.86492 0.873085 0.954654 9.11318 2.98473 1.04681 0.147549 6.65075 6.09517 -0.560675 0.364936 3.85812 8.73597 0.730241 0.68954 2.01377 5.43775 -0.99891 -0.853013 5.09664 8.36283 0.0322038 0.5652 9.05176 6.89733 0.489807 -0.14915 9.33854 7.59001 0.639915 0.533693 0.761779 9.59345 0.742737 -0.624342 3.63099 8.76865 0.099185 -0.899326 3.51957 6.38007 0.0658878 -0.207361 6.73308 9.23069 0.0221302 0.299021 9.88737 6.95458 -0.526325 -0.459432
3.051 1.84456 1.06642 0.0583055 0.830255 4.78286 4.1862 0.475099 0.825807 7.90874 1.68751 0.953374 0.00683225 8.22347 1.2825 0.510261 -0.125916 7.97337 2.15042 -0.345767 -0.647105 0.976657 1.75086 -0.687563 -1.05195 5.70013 2.71033 0.775745 -0.204195 2.25989 0.502423 -0.898101 -0.927863 8.92365 0.870504 0.739753 -0.80722 7.45234 2.96237 -0.288757 -0.121586 0.508536 3.93457 0.647442 -0.349208 2.68187 4.04112 0.247879 0.218999 7.66378 7.91265 0.873085 0.954654 9.16552 2.99211 1.04681 0.147549 6.62271 6.11342 -0.560675 0.364936 3.89463 8.77045 0.730241 0.68954 1.96382 5.3951 -0.99891 -0.853013 5.09825 8.39109 0.0322038 0.5652 9.07625 6.88988 0.489807 -0.14915 9.37053 7.61669 0.639915 0.533693 0.798916 9.56223 0.742737 -0.624342 3.63595 8.72368 0.099185 -0.899326 3.52286 6.3697 0.0658878 -0.207361 6.73419 9.24565 0.0221302 0.299021 9.86105 6.9316 -0.526325 -0.459432
3.101 1.84747 1.10793 0.0583055 0.830255 4.80662 4.22749 0.475099 0.825807 7.95641 1.68785 0.953374 0.00683225 8.24899 1.2762 0.510261 -0.125916 7.95608 2.11806 -0.345767 -0.647105 0.942279 1.69827 -0.687563 -1.05195 5.73892 2.70012 0.775745 -0.204195 2.21499 0.45603 -0.898101 -0.927863 8.96064 0.830143 0.739753 -0.80722 7.4379 2.9563 -0.288757 -0.121586 0.540908 3.91711 0.647442 -0.349208 2.69426 4.05207 0.247879 0.218999 7.70744 7.96038 0.873085 0.954654 9.21786 2.99948 1.04681 0.147549 6.59468 6.13167 -0.560675 0.364936 3.93115 8.80493 0.730241 0.68954 1.91388 5.35245 -0.99891 -0.853013 5.09986 8.41935 0.0322038 0.5652 9.10074 6.88242 0.489807 -0.14915 9.40253 7.64338 0.639915 0.533693 0.836052 9.53101 0.742737 -0.624342 3.64091 8.67872 0.099185 -0.899326 3.52615 6.35933 0.0658878 -0.207361 6.73529 9.2606 0.0221302 0.299021 9.83474 6.90863 -0.526325 -0.459432
3.151 1.85039 1.14944 0.0583055 0.830255 4.83037 4.26878 0.475099 0.825807 8.00408 1.6882 0.953374 0.00683225 8.2745 1.2699 0.510261 -0.125916 7.93879 2.0857 -0.345767 -0.647105 0.907901 1.64567 -0.687563 -1.05195 5.77771 2.68991 0.775745 -0.204195 2.17008 0.409637 -0.898101 -0.927863 8.99763 0.789782 0.739753 -0.80722 7.42346 2.95022 -0.288757 -0.121586 0.57328 3.89965 0.647442 -0.349208 2.70666 4.06302 0.247879 0.218999 7.75109 8.00811 0.873085 0.954654 9.2702 3.00686 1.04681 0.147549 6.56665 6.14991 -0.560675 0.364936 3.96766 8.83941 0.730241 0.68954 1.86393 5.3098 -0.99891 -0.853013 5.10147 8.44761 0.0322038 0.5652 9.12523 6.87496 0.489807 -0.14915 9.43452 7.67006 0.639915 0.533693 0.873189 9.4998 0.742737 -0.624342 3.64587 8.63375 0.099185 -0.899326 3.52945 6.34897 0.0658878 -0.207361 6.7364 9.27555 0.0221302 0.299021 9.80842 6.88566 -0.526325 -0.459432
3.201 1.8533 1.19095 0.0583055 0.830255 4.85413 4.31007 0.475099 0.825807 8.05175 1.68854 0.953374 0.00683225 8.30001 1.26361 0.510261 -0.125916 7.9215 2.05335 -0.345767 -0.647105 0.873523 1.59307 -0.687563 -1.05195 5.81649 2.67971 0.775745 -0.204195 2.12518 0.363244 -0.898101 -0.927863 9.03461 0.749421 0.739753 -0.80722 7.40902 2.94414 -0.288757 -0.121586 0.605652 3.88219 0.647442 -0.349208 2.71905 4.07397 0.247879 0.218999 7.79475 8.05585 0.873085 0.954654 9.32254 3.01424 1.04681 0.147549 6.53861 6.16816 -0.560675 0.364936 4.00417 8.87388 0.730241 0.68954 1.81398 5.26715 -0.99891 -0.853013 5.10308 8.47587 0.0322038 0.5652 9.14972 6.8675 0.489807 -0.14915 9.46652 7.69675 0.639915 0.533693 0.910326 9.46858 0.742737 -0.624342 3.65082 8.58878 0.099185 -0.899326 3.53274 6.3386 0.0658878 -0.207361 6.73751 9.2905 0.0221302 0.299021 9.7821 6.86269 -0.526325 -0.459432
3.251 1.85622 1.23247 0.0583055 0.830255 4.87788 4.35136 0.475099 0.825807 8.09942 1.68888 0.953374 0.00683225 8.32552 1.25731 0.510261 -0.125916 7.90421 2.02099 -0.345767 -0.647105 0.839145 1.54047 -0.687563 -1.05195 5.85528 2.6695 0.775745 -0.204195 2.08027 0.316851 -0.898101 -0.927863 9.0716 0.70906 0.739753 -0.80722 7.39458 2.93806 -0.288757 -0.121586 0.638024 3.86473 0.647442 -0.349208 2.73144 4.08492 0.247879 0.218999 7.8384 8.10358 0.873085 0.954654 9.37488 3.02162 1.04681 0.147549 6.51058 6.18641 -0.560675 0.364936 4.04068 8.90836 0.730241 0.68954 1.76404 5.2245 -0.99891 -0.853013 5.10469 8.50413 0.0322038 0.5652 9.17421 6.86005 0.489807 -0.14915 9.49851 7.72343 0.639915 0.533693 0.947463 9.43736 0.742737 -0.624342 3.65578 8.54382 0.099185 -0.899326 3.53604 6.32823 0.0658878 -0.207361 6.73861 9.30545 0.0221302 0.299021 9.75579 6.83972 -0.526325 -0.459432
3.301 1.85913 1.27398 0.0583055 0.830255 4.90164 4.39265 0.475099 0.825807 8.14709 1.68922 0.953374 0.00683225 8.35104 1.25102 0.510261 -0.125916 7.88693 1.98864 -0.345767 -0.647105 0.804767 1.48788 -0.687563 -1.05195 5.89407 2.65929 0.775745 -0.204195 2.03537 0.270458 -0.898101 -0.927863 9.10859 0.668699 0.739753 -0.80722 7.38015 2.93198 -0.288757 -0.121586 0.670396 3.84726 0.647442 -0.349208 2.74384 4.09587 0.247879 0.218999 7.88205 8.15131 0.873085 0.954654 9.42722 3.02899 1.04681 0.147549 6.48255 6.20465 -0.560675 0.364936 4.07719 8.94284 0.730241 0.68954 1.71409 5.18184 -0.99891 -0.853013 5.1063 8.53239 0.0322038 0.5652 9.1987 6.85259 0.489807 -0.14915 9.53051 7.75012 0.639915 0.533693 0.9846 9.40615 0.742737 -0.624342 3.66074 8.49885 0.099185 -0.899326 3.53933 6.31786 0.0658878 -0.207361 6.73972 9.3204 0.0221302 0.299021 9.72947 6.81675 -0.526325 -0.459432
3.351 1.86205 1.31549 0.0583055 0.830255 4.92539 4.43394 0.475099 0.825807 8.19475 1.68956 0.953374 0.00683225 8.37655 1.24472 0.510261 -0.125916 7.86964 1.95628 -0.345767 -0.647105 0.770389 1.43528 -0.687563 -1.05195 5.93286 2.64908 0.775745 -0.204195 1.99046 0.224065 -0.898101 -0.927863 9.14558 0.628338 0.739753 -0.80722 7.36571 2.9259 -0.288757 -0.121586 0.702768 3.8298 0.647442 -0.349208 2.75623 4.10682 0.247879 0.218999 7.92571 8.19904 0.873085 0.954654 9.47956 3.03637 1.04681 0.147549 6.45451 6.2229 -0.560675 0.364936 4.11371 8.97731 0.730241 0.68954 1.66415 5.13919 -0.99891 -0.853013 5.10791 8.56065 0.0322038 0.5652 9.22319 6.84513 0.489807 -0.14915 9.56251 7.7768 0.639915 0.533693 1.02174 9.37493 0.742737 -0.624342 3.6657 8.45388 0.099185 -0.899326 3.54263 6.30749 0.0658878 -0.207361 6.74082 9.33535 0.0221302 0.299021 9.70315 6.79378 -0.526325 -0.459432
3.401 1.86496 1.35701 0.0583055 0.830255 4.94915 4.47523 0.475099 0.825807 8.24242 1.6899 0.953374 0.00683225 8.40206 1.23843 0.510261 -0.125916 7.85235 1.92393 -0.345767 -0.647105 0.736011 1.38268 -0.687563 -1.05195 5.97164 2.63887 0.775745 -0.204195 1.94556 0.177671 -0.898101 -0.927863 9.18257 0.587977 0.739753 -0.80722 7.35127 2.91982 -0.288757 -0.121586 0.73514 3.81234 0.647442 -0.349208 2.76863 4.11777 0.247879 0.218999 7.96936 8.24678 0.873085 0.954654 9.5319 3.04375 1.04681 0.147549 6.42648 6.24115 -0.560675 0.364936 4.15022 9.01179 0.730241 0.68954 1.6142 5.09654 -0.99891 -0.853013 5.10953 8.58891 0.0322038 0.5652 9.24769 6.83767 0.489807 -0.14915 9.5945 7.80349 0.639915 0.533693 1.05887 9.34371 0.742737 -0.624342 3.67066 8.40892 0.099185 -0.899326 3.54592 6.29713 0.0658878 -0.207361 6.74193 9.3503 0.0221302 0.299021 9.67684 6.7708 -0.526325 -0.459432
3.451 1.86788 1.39852 0.0583055 0.830255 4.9729 4.51652 0.475099 0.825807 8.29009 1.69024 0.953374 0.00683225 8.42758 1.23213 0.510261 -0.125916 7.83506 1.89157 -0.345767 -0.647105 0.701632 1.33008 -0.687563 -1.05195 6.01043 2.62866 0.775745 -0.204195 1.90065 0.131278 -0.898101 -0.927863 9.21955 0.547616 0.739753 -0.80722 7.33683 2.91374 -0.288757 -0.121586 0.767512 3.79488 0.647442 -0.349208 2.78102 4.12872 0.247879 0.218999 8.01302 8.29451 0.873085 0.954654 9.58424 3.05113 1.04681 0.147549 6.39845 6.25939 -0.560675 0.364936 4.18673 9.04627 0.730241 0.68954 1.56426 5.05389 -0.99891 -0.853013 5.11114 8.61717 0.0322038 0.5652 9.27218 6.83022 0.489807 -0.14915 9.6265 7.83017 0.639915 0.533693 1.09601 9.31249 0.742737 -0.624342 3.67562 8.36395 0.099185 -0.899326 3.54922 6.28676 0.0658878 -0.207361 6.74304 9.36525 0.0221302 0.299021 9.65052 6.74783 -0.526325 -0.459432
