t,theta1,omega1,theta2,omega2,E1,E2,ET
178.5,-215.132,-2.81262,-215.473,-2.66969,470.436,465.224,935.667
178.51,-215.16,-2.79755,-215.5,-2.65415,469.064,463.698,932.768
178.52,-215.188,-2.78239,-215.526,-2.63861,467.679,462.165,929.85
178.53,-215.216,-2.76716,-215.552,-2.62311,466.282,460.625,926.913
178.54,-215.243,-2.75186,-215.579,-2.60762,464.873,459.078,923.957
178.55,-215.271,-2.7365,-215.605,-2.59218,463.453,457.524,920.983
178.56,-215.298,-2.72109,-215.63,-2.57677,462.021,455.964,917.991
178.57,-215.325,-2.70562,-215.656,-2.5614,460.579,454.398,914.982
178.58,-215.352,-2.69013,-215.682,-2.54609,459.126,452.825,911.957
178.59,-215.379,-2.67459,-215.707,-2.53082,457.662,451.246,908.914
178.6,-215.406,-2.65904,-215.732,-2.51562,456.189,449.661,905.856
178.61,-215.432,-2.64347,-215.757,-2.50049,454.705,448.071,902.782
178.62,-215.458,-2.62788,-215.782,-2.48542,453.212,446.474,899.692
178.63,-215.485,-2.61229,-215.807,-2.47042,451.71,444.872,896.588
178.64,-215.511,-2.59671,-215.832,-2.4555,450.198,443.265,893.469
178.65,-215.537,-2.58113,-215.856,-2.44066,448.678,441.652,890.335
178.66,-215.562,-2.56556,-215.881,-2.42591,447.149,440.034,887.188
178.67,-215.588,-2.55001,-215.905,-2.41125,445.612,438.41,884.027
178.68,-215.613,-2.53449,-215.929,-2.39667,444.066,436.781,880.852
178.69,-215.639,-2.519,-215.953,-2.38219,442.512,435.147,877.665
178.7,-215.664,-2.50354,-215.976,-2.36781,440.951,433.509,874.465
178.71,-215.689,-2.48813,-216,-2.35353,439.382,431.865,871.252
178.72,-215.714,-2.47276,-216.023,-2.33936,437.806,430.216,868.027
178.73,-215.738,-2.45744,-216.047,-2.32529,436.222,428.563,864.79
178.74,-215.763,-2.44217,-216.07,-2.31133,434.631,426.905,861.541
178.75,-215.787,-2.42697,-216.093,-2.29747,433.034,425.242,858.281
178.76,-215.811,-2.41183,-216.116,-2.28374,431.43,423.574,855.009
178.77,-215.835,-2.39675,-216.139,-2.27011,429.82,421.902,851.727
178.78,-215.859,-2.38175,-216.161,-2.25661,428.203,420.226,848.433
178.79,-215.883,-2.36682,-216.184,-2.24322,426.58,418.545,845.129
178.8,-215.906,-2.35197,-216.206,-2.22995,424.951,416.86,841.815
178.81,-215.93,-2.3372,-216.228,-2.21681,423.316,415.17,838.491
178.82,-215.953,-2.32252,-216.251,-2.20378,421.676,413.476,835.156
178.83,-215.976,-2.30792,-216.273,-2.19088,420.03,411.777,831.812
178.84,-215.999,-2.29341,-216.294,-2.17811,418.379,410.075,828.458
178.85,-216.022,-2.279,-216.316,-2.16546,416.722,408.368,825.094
178.86,-216.045,-2.26469,-216.338,-2.15294,415.061,406.657,821.721
178.87,-216.068,-2.25047,-216.359,-2.14055,413.394,404.941,818.339
178.88,-216.09,-2.23636,-216.38,-2.12828,411.723,403.222,814.949
178.89,-216.112,-2.22234,-216.402,-2.11614,410.046,401.498,811.549
178.9,-216.134,-2.20843,-216.423,-2.10414,408.366,399.77,808.14
178.91,-216.156,-2.19463,-216.444,-2.09226,406.68,398.039,804.723
178.92,-216.178,-2.18094,-216.465,-2.08051,404.991,396.303,801.297
178.93,-216.2,-2.16736,-216.485,-2.06889,403.297,394.563,797.863
178.94,-216.222,-2.15389,-216.506,-2.05739,401.599,392.819,794.421
178.95,-216.243,-2.14053,-216.527,-2.04603,399.896,391.071,790.971
178.96,-216.264,-2.12729,-216.547,-2.0348,398.19,389.319,787.513
178.97,-216.286,-2.11416,-216.567,-2.0237,396.48,387.563,784.047
178.98,-216.307,-2.10115,-216.587,-2.01272,394.766,385.803,780.573
178.99,-216.328,-2.08825,-216.607,-2.00188,393.049,384.039,777.091
179,-216.349,-2.07548,-216.627,-1.99116,391.327,382.271,773.602
179.01,-216.369,-2.06282,-216.647,-1.98056,389.603,380.5,770.106
179.02,-216.39,-2.05028,-216.667,-1.9701,387.874,378.724,766.602
179.03,-216.41,-2.03786,-216.687,-1.95976,386.143,376.944,763.091
179.04,-216.431,-2.02557,-216.706,-1.94954,384.408,375.161,759.572
179.05,-216.451,-2.01339,-216.726,-1.93945,382.67,373.373,756.047
179.06,-216.471,-2.00133,-216.745,-1.92949,380.928,371.582,752.514
179.07,-216.491,-1.9894,-216.764,-1.91964,379.184,369.787,748.974
179.08,-216.511,-1.97758,-216.783,-1.90992,377.437,367.988,745.428
179.09,-216.53,-1.96589,-216.803,-1.90031,375.686,366.185,741.874
179.1,-216.55,-1.95432,-216.821,-1.89083,373.933,364.378,738.314
179.11,-216.569,-1.94287,-216.84,-1.88146,372.177,362.567,734.747
179.12,-216.589,-1.93154,-216.859,-1.87222,370.418,360.753,731.174
179.13,-216.608,-1.92032,-216.878,-1.86308,368.656,358.934,727.594
179.14,-216.627,-1.90923,-216.896,-1.85406,366.892,357.112,724.007
179.15,-216.646,-1.89826,-216.915,-1.84516,365.125,355.286,720.414
179.16,-216.665,-1.88741,-216.933,-1.83636,363.356,353.456,716.815
179.17,-216.684,-1.87667,-216.952,-1.82768,361.584,351.622,713.21
179.18,-216.703,-1.86606,-216.97,-1.8191,359.81,349.785,709.598
179.19,-216.721,-1.85555,-216.988,-1.81064,358.033,347.944,705.98
179.2,-216.74,-1.84517,-217.006,-1.80227,356.254,346.099,702.355
179.21,-216.758,-1.8349,-217.024,-1.79402,354.472,344.25,698.725
179.22,-216.776,-1.82475,-217.042,-1.78586,352.689,342.397,695.089
179.23,-216.795,-1.8147,-217.06,-1.77781,350.903,340.541,691.446
179.24,-216.813,-1.80478,-217.077,-1.76985,349.115,338.681,687.798
179.25,-216.831,-1.79496,-217.095,-1.762,347.324,336.817,684.144
179.26,-216.849,-1.78525,-217.113,-1.75424,345.532,334.949,680.484
179.27,-216.866,-1.77566,-217.13,-1.74657,343.738,333.078,676.819
179.28,-216.884,-1.76617,-217.148,-1.739,341.941,331.203,673.148
179.29,-216.902,-1.75679,-217.165,-1.73152,340.143,329.325,669.471
179.3,-216.919,-1.74751,-217.182,-1.72413,338.343,327.442,665.788
179.31,-216.937,-1.73834,-217.199,-1.71683,336.541,325.557,662.101
179.32,-216.954,-1.72928,-217.217,-1.70961,334.737,323.667,658.407
179.33,-216.971,-1.72032,-217.234,-1.70248,332.931,321.774,654.709
179.34,-216.988,-1.71146,-217.251,-1.69543,331.124,319.878,651.005
179.35,-217.006,-1.7027,-217.268,-1.68846,329.315,317.978,647.295
179.36,-217.023,-1.69403,-217.284,-1.68157,327.504,316.074,643.581
179.37,-217.039,-1.68547,-217.301,-1.67475,325.691,314.167,639.861
179.38,-217.056,-1.677,-217.318,-1.66801,323.877,312.257,636.137
179.39,-217.073,-1.66863,-217.335,-1.66135,322.062,310.343,632.407
179.4,-217.09,-1.66035,-217.351,-1.65475,320.244,308.425,628.673
179.41,-217.106,-1.65216,-217.368,-1.64823,318.426,306.505,624.933
179.42,-217.123,-1.64406,-217.384,-1.64177,316.606,304.581,621.189
179.43,-217.139,-1.63605,-217.4,-1.63538,314.784,302.654,617.441
179.44,-217.155,-1.62813,-217.417,-1.62905,312.961,300.723,613.687
179.45,-217.172,-1.62029,-217.433,-1.62279,311.137,298.79,609.93
179.46,-217.188,-1.61254,-217.449,-1.61658,309.311,296.853,606.167
179.47,-217.204,-1.60488,-217.465,-1.61043,307.485,294.913,602.401
179.48,-217.22,-1.59729,-217.481,-1.60434,305.657,292.97,598.63
179.49,-217.236,-1.58978,-217.497,-1.59831,303.828,291.024,594.855
179.5,-217.252,-1.58236,-217.513,-1.59232,301.998,289.075,591.076
179.51,-217.267,-1.57501,-217.529,-1.58639,300.166,287.124,587.293
179.52,-217.283,-1.56773,-217.545,-1.5805,298.334,285.169,583.506
179.53,-217.299,-1.56053,-217.561,-1.57467,296.501,283.212,579.716
179.54,-217.314,-1.5534,-217.577,-1.56887,294.667,281.252,575.921
179.55,-217.33,-1.54635,-217.592,-1.56312,292.831,279.289,572.123
179.56,-217.345,-1.53936,-217.608,-1.55742,290.996,277.324,568.322
179.57,-217.361,-1.53244,-217.623,-1.55175,289.159,275.356,564.518
179.58,-217.376,-1.52558,-217.639,-1.54612,287.321,273.385,560.71
179.59,-217.391,-1.51879,-217.654,-1.54052,285.483,271.413,556.899
179.6,-217.406,-1.51207,-217.67,-1.53496,283.644,269.437,553.085
179.61,-217.421,-1.5054,-217.685,-1.52943,281.805,267.46,549.268
179.62,-217.436,-1.4988,-217.7,-1.52393,279.965,265.481,545.449
179.63,-217.451,-1.49225,-217.716,-1.51846,278.125,263.499,541.627
179.64,-217.466,-1.48576,-217.731,-1.51301,276.284,261.516,537.802
179.65,-217.481,-1.47933,-217.746,-1.50759,274.443,259.53,533.976
179.66,-217.496,-1.47295,-217.761,-1.50219,272.601,257.543,530.147
179.67,-217.511,-1.46662,-217.776,-1.49681,270.759,255.554,526.316
179.68,-217.525,-1.46035,-217.791,-1.49146,268.917,253.563,522.483
